H0	H1	H2	C0	C1	C2	
ENSG00000260608	0	2	1	0	3	0
ENSG00000260611	0	0	0	0	0	0
ENSG00000260612	0	0	0	3	0	0
ENSG00000260613	0	0	0	0	0	0
ENSG00000260614	33	3	0	49	2	3
ENSG00000260616	0	0	0	0	1	0
ENSG00000260617	6	22	82	5	22	37
ENSG00000260618	1	7	0	2	6	8
ENSG00000260619	0	1	0	1	0	0
ENSG00000260620	0	0	0	0	0	0
ENSG00000260621	4	4	9	4	12	15
ENSG00000260624	0	0	0	0	0	0
ENSG00000260625	1	4	0	0	1	1
ENSG00000260629	0	0	0	0	0	0
ENSG00000260630	40	32	5	7	3	4
ENSG00000260633	10	17	2	3	3	6
ENSG00000260634	3	0	0	3	1	0
ENSG00000260635	0	0	1	0	1	0
ENSG00000260641	9	9	0	8	3	11
ENSG00000260643	6	5	1	9	25	6
ENSG00000260645	10	15	0	49	169	1
ENSG00000260646	1	0	0	1	3	0
ENSG00000260650	0	0	0	1	0	0
ENSG00000260651	1	3	1	2	3	0
ENSG00000260657	0	0	0	1	0	0
ENSG00000260658	0	0	0	6	3	6
ENSG00000260660	0	0	0	0	0	1
ENSG00000260661	0	0	0	1	0	0
ENSG00000260664	0	1	1	3	0	1
ENSG00000260668	198	24	6	61	24	21
ENSG00000260669	14	16	1	12	3	3
ENSG00000260670	0	0	0	0	0	0
ENSG00000260671	0	2	0	0	0	0
ENSG00000260673	3	2	0	0	0	0
ENSG00000260674	0	0	0	0	0	0
ENSG00000260676	0	0	0	0	0	0
ENSG00000260677	1	0	2	1	1	0
ENSG00000260678	0	0	0	0	0	0
ENSG00000260679	0	1	0	0	0	0
ENSG00000260680	0	0	1	8	5	2
ENSG00000260681	0	0	0	0	0	0
ENSG00000260683	1	0	0	2	0	0
ENSG00000260686	24	13	1	13	12	4
ENSG00000260687	0	0	0	0	0	0
ENSG00000260688	0	1	1	1	0	1
ENSG00000260694	0	0	0	0	0	0
ENSG00000260695	0	0	0	0	0	0
ENSG00000260698	0	4	1	4	4	5
ENSG00000260701	0	5	1	0	8	0
ENSG00000260702	0	0	0	0	0	0
ENSG00000260704	0	21	2	1	15	7
ENSG00000260706	0	0	0	0	0	0
ENSG00000260708	259	62	94	225	83	29
ENSG00000260710	0	0	0	0	0	0
ENSG00000260711	15	7	2	8	4	3
ENSG00000260714	0	0	0	0	0	0
ENSG00000260715	0	0	0	0	0	0
ENSG00000260720	0	0	0	0	0	0
ENSG00000260721	1	0	1	0	0	0
ENSG00000260723	0	0	0	0	0	0
ENSG00000260724	0	0	0	0	0	0
ENSG00000260725	11	3	1	13	2	0
ENSG00000260726	0	0	0	0	0	0
ENSG00000260729	0	0	1	0	4	0
ENSG00000260731	2	35	32	3	40	12
ENSG00000260733	0	0	0	0	2	0
ENSG00000260734	0	0	0	0	0	0
ENSG00000260737	0	0	0	0	0	0
ENSG00000260740	1	0	0	0	0	0
ENSG00000260741	0	0	0	0	0	0
ENSG00000260742	0	5	43	1	22	9
ENSG00000260743	6	4	0	4	3	2
ENSG00000260744	0	0	0	0	2	0
ENSG00000260746	0	0	0	0	0	0
ENSG00000260750	0	0	0	1	0	0
ENSG00000260751	3	10	1	9	29	7
ENSG00000260756	0	0	0	1	1	0
ENSG00000260757	0	0	0	0	0	0
ENSG00000260759	1	0	0	0	0	0
ENSG00000260761	3	4	0	1	0	0
ENSG00000260763	1	0	0	0	0	0
ENSG00000260764	0	0	0	0	0	0
ENSG00000260766	19	14	4	23	34	19
ENSG00000260769	0	1	0	0	0	0
ENSG00000260771	0	0	0	0	0	0
ENSG00000260773	3	4	0	3	7	4
ENSG00000260776	2	0	1	8	0	0
ENSG00000260777	0	1	0	3	0	0
ENSG00000260778	1	1	0	0	3	1
ENSG00000260779	0	0	0	0	0	0
ENSG00000260782	10	3	2	6	0	0
ENSG00000260785	0	1	0	0	0	0
ENSG00000260786	0	0	0	1	0	0
ENSG00000260788	0	4	0	3	3	3
ENSG00000260790	0	0	1	2	1	0
ENSG00000260795	0	0	0	0	0	0
ENSG00000260796	0	0	0	0	1	1
ENSG00000260797	1	0	1	0	0	0
ENSG00000260798	1	0	0	0	1	0
ENSG00000260799	0	2	0	0	4	0
ENSG00000260802	1	0	0	2	10	14
ENSG00000260804	114	84	99	158	252	136
ENSG00000260805	20	42	6	15	55	11
ENSG00000260806	32	25	24	94	85	16
ENSG00000260807	73	7	5	27	1	4
ENSG00000260808	11	4	0	4	11	1
ENSG00000260810	1	0	0	0	2	0
ENSG00000260811	0	0	0	0	0	0
ENSG00000260812	2	1	0	2	3	0
ENSG00000260816	1	0	0	0	10	0
ENSG00000260818	1	1	2	0	0	0
ENSG00000260822	989	201	101	667	175	20
ENSG00000260823	0	0	0	0	0	0
ENSG00000260828	0	0	0	1	0	0
ENSG00000260830	2	1	0	4	1	0
ENSG00000260832	0	0	0	0	0	0
ENSG00000260834	212	9	4	2	0	0
ENSG00000260835	0	0	0	0	0	0
ENSG00000260838	2	0	0	0	0	0
ENSG00000260840	0	0	0	0	0	0
ENSG00000260846	0	0	0	0	0	0
ENSG00000260848	0	0	0	0	0	0
ENSG00000260850	0	0	0	0	0	0
ENSG00000260851	0	0	0	0	0	0
ENSG00000260852	30	126	337	38	176	81
ENSG00000260853	40	30	56	41	30	10
ENSG00000260857	0	0	0	0	0	0
ENSG00000260858	0	0	0	0	0	0
ENSG00000260859	0	0	0	0	0	0
ENSG00000260860	50	126	107	7	14	7
ENSG00000260861	0	0	0	1	0	0
ENSG00000260862	0	0	0	0	0	0
ENSG00000260863	0	0	0	0	0	0
ENSG00000260865	1	1	0	2	0	0
ENSG00000260867	0	0	0	0	0	0
ENSG00000260868	0	9	5	0	12	8
ENSG00000260870	23	8	1	10	23	10
ENSG00000260871	2	2	0	0	0	1
ENSG00000260874	8	8	0	17	41	12
ENSG00000260876	0	0	0	0	0	0
ENSG00000260877	0	0	0	0	0	0
ENSG00000260878	2	3	92	1	12	0
ENSG00000260880	0	0	0	0	0	0
ENSG00000260883	0	0	0	0	0	0
ENSG00000260884	5	2	7	8	9	1
ENSG00000260886	0	0	0	1	2	0
ENSG00000260887	0	0	0	0	0	0
ENSG00000260889	0	0	0	0	0	0
ENSG00000260891	0	2	0	0	0	0
ENSG00000260895	0	1	0	0	1	4
ENSG00000260896	6	5	1	6	3	5
ENSG00000260898	3	3	0	8	3	1
ENSG00000260899	0	0	0	0	5	6
ENSG00000260902	0	0	0	1	0	0
ENSG00000260903	115	91	110	293	98	22
ENSG00000260908	0	0	0	0	1	0
ENSG00000260909	1	0	0	0	0	0
ENSG00000260910	0	0	4	0	1	35
ENSG00000260911	0	0	0	1	10	4
ENSG00000260913	2	0	0	6	0	0
ENSG00000260916	754	630	702	784	1553	1275
ENSG00000260917	46	47	209	64	151	103
ENSG00000260918	0	1	1	4	2	0
ENSG00000260919	0	0	0	0	0	1
ENSG00000260920	69	43	20	34	15	19
ENSG00000260922	0	25	0	0	38	0
ENSG00000260924	92	27	4	103	37	23
ENSG00000260926	0	0	0	0	0	0
ENSG00000260927	2	3	0	2	6	4
ENSG00000260930	0	0	0	1	1	0
ENSG00000260937	0	0	0	0	0	0
ENSG00000260939	0	0	1	5	16	7
ENSG00000260940	1	0	0	0	0	0
ENSG00000260941	5	4	1	13	48	7
ENSG00000260943	0	0	0	0	0	0
ENSG00000260944	0	0	0	0	0	0
ENSG00000260945	0	0	0	0	0	0
ENSG00000260947	40	2	2	24	2	5
ENSG00000260948	18	11	2	39	27	53
ENSG00000260951	0	0	0	0	17	0
ENSG00000260953	0	0	0	0	0	0
ENSG00000260954	0	0	0	0	0	0
ENSG00000260955	6	1	0	1	2	2
ENSG00000260957	0	0	0	3	4	2
ENSG00000260958	0	0	0	0	0	0
ENSG00000260962	0	0	0	0	0	0
ENSG00000260963	0	0	0	0	0	0
ENSG00000260965	1	1	0	1	1	0
ENSG00000260966	98	26	102	147	48	66
ENSG00000260967	0	0	0	0	2	0
ENSG00000260969	0	0	0	0	0	0
ENSG00000260970	0	0	0	0	0	0
ENSG00000260971	3	4	0	1	1	0
ENSG00000260972	0	0	0	0	0	0
ENSG00000260975	0	0	0	0	0	0
ENSG00000260976	0	0	0	3	0	0
ENSG00000260977	1	1	0	0	0	0
ENSG00000260978	0	4	1	0	1	0
ENSG00000260979	1	0	0	2	0	0
ENSG00000260981	0	0	0	0	1	0
ENSG00000260983	0	0	0	0	0	0
ENSG00000260984	0	0	0	0	0	0
ENSG00000260989	1	2	0	1	5	0
ENSG00000260990	0	0	0	0	0	0
ENSG00000260991	0	0	0	12	11	2
ENSG00000260992	9	56	0	1	13	15
ENSG00000260994	1	0	0	0	0	2
ENSG00000260995	0	0	3	0	1	0
ENSG00000260996	0	0	0	4	2	0
ENSG00000260997	0	0	1	0	0	0
ENSG00000260999	3	1	0	3	4	2
ENSG00000261000	0	0	0	0	0	0
ENSG00000261002	20	6	1	16	18	15
ENSG00000261003	0	0	0	0	2	0
ENSG00000261007	53	18	70	19	20	4
ENSG00000261008	37	28	0	24	61	1
ENSG00000261010	3	9	25	0	1	0
ENSG00000261013	0	0	0	0	0	0
ENSG00000261014	0	0	0	0	0	0
ENSG00000261017	5	2	1	4	7	1
ENSG00000261018	0	0	0	0	0	0
ENSG00000261019	2	0	0	0	0	0
ENSG00000261024	0	3	0	0	2	0
ENSG00000261025	0	0	0	0	0	0
ENSG00000261026	0	0	0	1	0	0
ENSG00000261028	0	0	0	0	0	0
ENSG00000261029	0	2	0	0	0	0
ENSG00000261030	0	0	0	0	0	0
ENSG00000261033	4	1	0	1	0	0
ENSG00000261035	0	0	0	0	0	0
ENSG00000261036	0	0	0	0	0	0
ENSG00000261037	0	0	0	0	3	0
ENSG00000261038	0	0	0	0	0	0
ENSG00000261039	0	0	0	1	0	4
ENSG00000261040	3	0	5	30	91	88
ENSG00000261044	0	0	0	0	0	0
ENSG00000261045	0	0	0	0	0	0
ENSG00000261046	0	0	0	0	0	0
ENSG00000261047	0	0	0	0	0	0
ENSG00000261049	0	0	0	0	0	2
ENSG00000261051	10	14	2	6	18	12
ENSG00000261056	3	2	0	9	13	3
ENSG00000261057	0	0	0	0	2	0
ENSG00000261058	0	0	0	0	0	0
ENSG00000261060	3	2	0	4	1	0
ENSG00000261061	124	83	137	189	110	43
ENSG00000261066	0	0	0	0	0	0
ENSG00000261067	34	44	40	33	111	37
ENSG00000261068	7	2	0	9	6	5
ENSG00000261070	0	0	1	0	0	0
ENSG00000261072	0	2	1	0	0	0
ENSG00000261075	0	0	0	0	0	0
ENSG00000261076	0	0	0	0	0	0
ENSG00000261077	0	0	0	0	0	0
ENSG00000261078	0	0	0	0	0	0
ENSG00000261080	0	0	0	0	0	0
ENSG00000261082	0	0	0	0	0	0
ENSG00000261083	0	0	0	0	0	0
ENSG00000261084	0	0	0	0	0	0
ENSG00000261087	12	13	0	5	38	16
ENSG00000261090	0	0	0	0	0	0
ENSG00000261092	1	0	0	1	0	1
ENSG00000261094	46	37	83	31	49	16
ENSG00000261096	3	0	0	1	2	1
ENSG00000261097	0	0	0	0	0	0
ENSG00000261098	20	11	6	16	28	6
ENSG00000261102	0	0	0	0	0	0
ENSG00000261103	0	0	0	1	0	0
ENSG00000261104	7	5	0	16	4	0
ENSG00000261105	47	29	6	56	45	29
ENSG00000261114	3	6	0	3	26	8
ENSG00000261116	46	305	244	33	414	39
ENSG00000261117	2	0	0	0	0	0
ENSG00000261118	6	1	2	5	21	4
ENSG00000261120	14	7	0	12	7	4
ENSG00000261121	2	1	0	0	0	0
ENSG00000261122	0	0	0	0	0	0
ENSG00000261123	2	3	0	0	0	0
ENSG00000261124	0	0	0	1	3	0
ENSG00000261126	23	8	1	33	23	8
ENSG00000261129	0	0	0	0	0	0
ENSG00000261131	2	1	0	5	9	1
ENSG00000261136	12	4	1	1	0	0
ENSG00000261141	1	0	0	0	4	0
ENSG00000261146	2	0	0	0	2	0
ENSG00000261147	0	1	0	1	3	2
ENSG00000261151	6	2	0	0	1	0
ENSG00000261154	0	0	0	0	0	0
ENSG00000261156	0	0	0	2	0	2
ENSG00000261158	0	0	0	0	0	0
ENSG00000261161	0	0	0	0	0	0
ENSG00000261166	41	0	0	0	0	0
ENSG00000261168	3	3	0	4	2	0
ENSG00000261170	0	0	0	0	0	0
ENSG00000261173	1	2	1	1	6	0
ENSG00000261174	0	0	0	3	2	2
ENSG00000261175	2	0	0	0	0	0
ENSG00000261176	0	0	0	0	0	0
ENSG00000261177	0	0	0	0	0	0
ENSG00000261178	0	0	0	0	0	0
ENSG00000261182	0	0	0	0	0	0
ENSG00000261183	81	121	4	68	137	18
ENSG00000261184	0	0	0	0	0	0
ENSG00000261187	0	1	0	4	17	1
ENSG00000261188	92	39	5	67	40	2
ENSG00000261189	59	103	43	29	80	14
ENSG00000261190	0	0	0	0	0	0
ENSG00000261191	0	0	0	0	0	0
ENSG00000261193	0	0	0	0	0	0
ENSG00000261194	0	0	0	0	0	0
ENSG00000261195	0	1	0	0	1	0
ENSG00000261196	0	0	0	0	0	0
ENSG00000261198	0	0	0	0	0	0
ENSG00000261199	0	1	0	4	2	1
ENSG00000261202	3	1	0	1	1	0
ENSG00000261204	0	5	0	1	23	19
ENSG00000261205	10	5	3	0	1	0
ENSG00000261206	0	0	0	0	0	0
ENSG00000261207	1	0	0	0	3	0
ENSG00000261208	190	65	263	120	40	13
ENSG00000261210	1	0	0	1	0	0
ENSG00000261211	13	11	4	4	3	0
ENSG00000261212	1	0	0	0	0	0
ENSG00000261213	0	0	0	0	0	0
ENSG00000261215	4	6	1	6	5	1
ENSG00000261216	0	1	0	1	0	0
ENSG00000261218	1	0	0	0	0	0
ENSG00000261219	0	0	0	0	0	0
ENSG00000261220	6	7	0	6	1	3
ENSG00000261221	286	321	492	203	550	200
ENSG00000261222	0	0	0	0	0	0
ENSG00000261227	0	0	0	0	0	0
ENSG00000261229	1	6	0	3	20	4
ENSG00000261231	0	0	0	0	0	0
ENSG00000261234	3	0	0	1	0	0
ENSG00000261235	22	24	1	25	0	0
ENSG00000261236	5144	1490	3050	4036	1536	1055
ENSG00000261238	2	4	0	0	0	0
ENSG00000261239	1	0	0	0	0	1
ENSG00000261241	2	0	0	0	0	0
ENSG00000261242	1	8	0	1	1	0
ENSG00000261243	8	8	4	4	13	8
ENSG00000261245	0	0	0	0	0	0
ENSG00000261248	0	0	0	0	0	0
ENSG00000261249	0	0	0	0	0	0
ENSG00000261250	0	0	0	0	0	0
ENSG00000261251	11	3	0	3	12	2
ENSG00000261253	2	1	0	2	1	3
ENSG00000261257	0	1	0	0	0	0
ENSG00000261260	0	0	0	0	0	0
ENSG00000261261	0	0	0	0	0	0
ENSG00000261265	11	20	2	10	19	1
ENSG00000261266	0	0	0	1	0	0
ENSG00000261267	1	3	0	2	4	1
ENSG00000261268	0	0	0	0	0	0
ENSG00000261269	0	14	0	0	7	0
ENSG00000261270	6	4	1	5	15	5
ENSG00000261272	0	0	0	0	0	0
ENSG00000261273	0	0	0	0	0	0
ENSG00000261274	0	0	0	0	0	0
ENSG00000261278	99	39	24	147	70	28
ENSG00000261281	0	0	0	0	0	0
ENSG00000261282	0	0	0	0	0	0
ENSG00000261284	19	16	10	13	18	4
ENSG00000261285	0	0	0	0	0	0
ENSG00000261286	3	7	5	2	51	31
ENSG00000261290	0	0	0	0	0	0
ENSG00000261291	1	1	0	1	10	0
ENSG00000261292	0	0	0	0	0	0
ENSG00000261293	0	0	0	0	0	0
ENSG00000261294	6	0	0	15	1	0
ENSG00000261296	0	0	0	0	0	3
ENSG00000261299	0	0	0	0	0	0
ENSG00000261302	3	0	0	1	0	0
ENSG00000261303	0	0	0	0	0	0
ENSG00000261304	0	0	0	0	0	0
ENSG00000261307	0	0	0	0	0	0
ENSG00000261308	248	1540	100	120	811	42
ENSG00000261310	5	0	0	0	0	0
ENSG00000261312	48	16	2	7	3	1
ENSG00000261313	0	0	0	0	0	0
ENSG00000261314	0	0	0	0	0	0
ENSG00000261315	55	30	130	125	49	37
ENSG00000261316	0	0	0	0	0	0
ENSG00000261318	1	0	0	0	2	0
ENSG00000261319	0	0	0	0	1	0
ENSG00000261320	0	0	0	1	0	0
ENSG00000261324	41	48	11	35	188	48
ENSG00000261325	2	1	0	0	0	0
ENSG00000261327	0	0	0	0	0	0
ENSG00000261329	1	2	2	0	4	1
ENSG00000261330	4	0	5	6	0	2
ENSG00000261332	0	0	0	0	0	0
ENSG00000261334	0	0	0	0	1	0
ENSG00000261335	13	6	1	5	3	0
ENSG00000261338	30	12	3	0	0	2
ENSG00000261340	0	0	0	0	0	0
ENSG00000261341	1	0	1	3	2	3
ENSG00000261342	41	12	8	40	35	12
ENSG00000261346	0	0	0	0	0	0
ENSG00000261347	0	0	0	0	0	0
ENSG00000261348	0	0	0	1	0	0
ENSG00000261350	0	0	0	0	0	0
ENSG00000261351	84	54	69	105	99	68
ENSG00000261353	4	8	2	6	15	2
ENSG00000261356	0	10	0	2	19	2
ENSG00000261357	0	0	0	1	2	0
ENSG00000261359	1	0	0	1	3	0
ENSG00000261360	2	1	2	17	26	5
ENSG00000261363	0	0	0	0	0	0
ENSG00000261364	0	0	0	8	0	2
ENSG00000261366	10	7	0	10	5	1
ENSG00000261367	0	0	0	0	1	0
ENSG00000261368	0	0	0	0	0	0
ENSG00000261369	0	0	0	0	0	0
ENSG00000261371	0	0	2	25	0	0
ENSG00000261373	28	33	7	43	44	23
ENSG00000261376	0	0	0	0	0	0
ENSG00000261379	0	0	0	0	0	0
ENSG00000261382	0	0	0	0	0	0
ENSG00000261386	3	4	0	1	6	2
ENSG00000261390	0	2	0	1	0	0
ENSG00000261392	0	0	0	1	0	0
ENSG00000261393	0	0	0	0	0	0
ENSG00000261394	0	0	0	1	0	0
ENSG00000261396	2	15	38	2	7	12
ENSG00000261397	0	0	0	0	0	0
ENSG00000261398	0	0	0	0	0	0
ENSG00000261399	1	0	0	0	0	0
ENSG00000261400	0	0	0	2	0	0
ENSG00000261402	1	3	0	0	0	0
ENSG00000261403	0	0	0	0	0	0
ENSG00000261404	0	0	0	2	1	1
ENSG00000261407	1	0	0	1	0	0
ENSG00000261408	32	63	3	33	62	7
ENSG00000261409	188	59	9	98	74	6
ENSG00000261410	0	0	0	0	0	0
ENSG00000261411	0	0	0	0	0	1
ENSG00000261416	0	0	0	2	1	1
ENSG00000261420	7	5	3	4	1	0
ENSG00000261421	0	0	0	0	0	0
ENSG00000261423	4	22	2	11	60	13
ENSG00000261426	0	0	0	0	3	1
ENSG00000261427	0	0	0	0	0	0
ENSG00000261428	18	1	6	81	24	19
ENSG00000261429	0	0	0	0	0	0
ENSG00000261430	0	0	1	0	4	0
ENSG00000261431	6	3	0	2	1	1
ENSG00000261432	0	0	0	0	0	0
ENSG00000261434	0	0	0	2	11	1
ENSG00000261435	0	0	0	1	0	0
ENSG00000261436	0	0	0	2	0	0
ENSG00000261437	70	39	3	90	112	11
ENSG00000261438	6	2	37	2	2	15
ENSG00000261439	0	1	0	0	0	0
ENSG00000261441	8	7	1	9	2	2
ENSG00000261442	4	0	0	0	1	1
ENSG00000261445	0	0	0	1	0	0
ENSG00000261446	0	0	0	0	0	0
ENSG00000261447	0	0	0	0	0	0
ENSG00000261448	5	3	1	1	1	8
ENSG00000261449	0	0	0	0	0	0
ENSG00000261451	0	0	0	4	5	9
ENSG00000261453	0	0	0	0	0	0
ENSG00000261455	31	322	106	0	0	0
ENSG00000261457	106	101	154	96	173	92
ENSG00000261458	0	0	0	0	0	0
ENSG00000261460	84	144	265	114	615	175
ENSG00000261461	287	236	218	152	252	219
ENSG00000261465	1	1	0	0	0	0
ENSG00000261467	0	0	0	2	4	0
ENSG00000261468	1	3	1	2	6	8
ENSG00000261469	6	2	1	1	5	4
ENSG00000261470	0	0	0	0	0	0
ENSG00000261472	0	0	0	0	0	0
ENSG00000261474	1	1	3	11	16	10
ENSG00000261476	6	4	0	3	4	0
ENSG00000261478	0	0	0	0	0	0
ENSG00000261481	2	0	0	0	0	0
ENSG00000261485	13	11	2	14	34	17
ENSG00000261486	2	0	0	1	0	0
ENSG00000261487	0	0	0	1	6	5
ENSG00000261488	14	18	32	20	88	12
ENSG00000261489	1	0	1	0	2	0
ENSG00000261490	56	40	58	8	118	19
ENSG00000261498	0	0	0	0	0	0
ENSG00000261501	0	0	0	0	0	0
ENSG00000261502	0	0	0	1	1	0
ENSG00000261504	4	11	0	5	2	1
ENSG00000261505	236	202	83	188	272	134
ENSG00000261513	0	1	0	1	3	1
ENSG00000261514	3	0	0	1	0	0
ENSG00000261515	0	0	0	0	0	0
ENSG00000261517	0	0	0	0	0	0
ENSG00000261519	1	0	0	1	6	1
ENSG00000261520	0	0	0	0	1	0
ENSG00000261526	17	17	0	16	19	2
ENSG00000261527	1	1	0	0	0	0
ENSG00000261528	0	0	0	1	0	1
ENSG00000261529	2	1	1	0	2	5
ENSG00000261535	0	0	1	0	1	0
ENSG00000261537	0	1	0	0	1	0
ENSG00000261538	0	0	0	0	0	0
ENSG00000261540	0	0	0	0	0	0
ENSG00000261542	14	8	1	8	7	0
ENSG00000261543	0	0	0	0	0	0
ENSG00000261544	0	0	0	0	0	0
ENSG00000261546	10	8	1	4	6	1
ENSG00000261548	11	2	0	1	0	1
ENSG00000261549	251	160	291	286	198	100
ENSG00000261553	52	24	23	15	15	20
ENSG00000261555	0	0	0	0	0	0
ENSG00000261558	0	0	0	0	0	0
ENSG00000261559	505	203	697	284	186	546
ENSG00000261564	0	0	0	0	0	0
ENSG00000261568	0	0	0	5	14	4
ENSG00000261572	9	1	1	7	6	1
ENSG00000261573	0	0	0	0	0	0
ENSG00000261574	0	0	0	0	0	0
ENSG00000261578	43	23	26	23	2	3
ENSG00000261582	0	0	0	0	0	1
ENSG00000261583	0	0	0	0	0	0
ENSG00000261588	8	5	7	5	8	2
ENSG00000261592	1	1	17	0	0	0
ENSG00000261593	0	0	0	0	0	0
ENSG00000261594	4	13	13	4	3	13
ENSG00000261595	0	0	0	0	0	0
ENSG00000261596	6	4	1	41	21	2
ENSG00000261603	1	0	0	1	1	0
ENSG00000261604	43	6	26	73	6	6
ENSG00000261606	0	0	0	0	4	2
ENSG00000261608	0	0	0	0	0	1
ENSG00000261609	493	554	742	462	865	562
ENSG00000261610	1	0	0	3	3	2
ENSG00000261613	0	1	1	1	0	0
ENSG00000261615	0	0	1	0	0	0
ENSG00000261616	1	1	0	0	3	1
ENSG00000261617	0	0	1	0	0	0
ENSG00000261618	0	0	0	0	1	0
ENSG00000261622	1	0	0	1	0	0
ENSG00000261623	0	0	0	0	0	0
ENSG00000261625	0	0	1	8	1	7
ENSG00000261627	0	1	0	0	0	0
ENSG00000261630	0	1	0	0	3	0
ENSG00000261632	0	2	0	5	4	2
ENSG00000261633	0	0	0	0	0	0
ENSG00000261634	6	0	0	0	1	0
ENSG00000261636	0	0	0	0	0	0
ENSG00000261637	0	0	0	1	0	0
ENSG00000261638	1	0	0	0	0	0
ENSG00000261642	0	0	0	0	0	0
ENSG00000261643	11	7	3	5	27	8
ENSG00000261644	0	0	1	0	0	1
ENSG00000261645	0	2	0	0	0	0
ENSG00000261646	1	2	0	0	3	0
ENSG00000261647	23	8	5	11	1	4
ENSG00000261648	0	0	0	0	0	0
ENSG00000261650	0	0	0	0	0	0
ENSG00000261651	0	0	0	0	0	0
ENSG00000261652	17	8	1	18	14	8
ENSG00000261653	0	0	0	0	0	0
ENSG00000261655	5	2	0	9	0	0
ENSG00000261656	0	0	0	1	0	0
ENSG00000261659	8	5	3	1	8	10
ENSG00000261662	10	7	3	2	19	6
ENSG00000261663	17	6	1	6	20	3
ENSG00000261664	2	0	0	1	0	0
ENSG00000261665	7	3	2	6	13	11
ENSG00000261666	0	0	0	0	0	0
ENSG00000261667	18	6	0	12	2	0
ENSG00000261669	1	0	0	3	2	1
ENSG00000261670	0	0	0	0	1	0
ENSG00000261671	0	0	0	0	0	0
ENSG00000261673	0	0	0	0	0	0
ENSG00000261675	0	0	1	0	0	0
ENSG00000261678	2	1	0	3	2	0
ENSG00000261680	0	0	0	0	0	0
ENSG00000261683	0	0	0	0	0	0
ENSG00000261687	1	1	2	0	9	8
ENSG00000261689	0	0	0	0	0	0
ENSG00000261692	0	0	1	1	0	0
ENSG00000261696	0	3	0	0	0	0
ENSG00000261697	0	1	0	0	0	0
ENSG00000261701	0	0	0	0	0	0
ENSG00000261702	0	0	0	0	0	0
ENSG00000261703	0	1	0	0	0	0
ENSG00000261707	3	2	32	1	0	0
ENSG00000261710	0	0	0	0	0	0
ENSG00000261711	0	0	0	0	0	1
ENSG00000261713	0	0	0	0	0	0
ENSG00000261714	1	0	0	0	0	0
ENSG00000261715	0	0	0	0	0	0
ENSG00000261716	119	90	23	0	0	0
ENSG00000261722	0	0	0	0	0	0
ENSG00000261723	28	11	1	24	17	8
ENSG00000261725	0	0	0	0	0	0
ENSG00000261729	1	5	0	0	0	0
ENSG00000261730	1	4	0	0	0	0
ENSG00000261732	4	0	0	6	3	1
ENSG00000261734	0	1	0	0	0	0
ENSG00000261736	0	0	0	0	0	0
ENSG00000261737	4	15	51	4	28	5
ENSG00000261738	0	0	0	0	0	0
ENSG00000261742	0	1	0	0	2	0
ENSG00000261743	0	0	0	0	0	0
ENSG00000261744	0	0	0	0	2	3
ENSG00000261745	0	0	0	0	0	0
ENSG00000261748	0	0	0	0	0	0
ENSG00000261749	0	0	0	0	0	0
ENSG00000261751	0	0	0	0	0	0
ENSG00000261752	1	5	1	0	1	0
ENSG00000261757	8	0	0	26	0	0
ENSG00000261758	0	1	0	1	6	1
ENSG00000261761	0	0	0	0	0	0
ENSG00000261762	107	10	4	14	1	0
ENSG00000261763	0	0	0	0	0	0
ENSG00000261766	1	1	4	0	0	0
ENSG00000261770	15	27	0	3	11	2
ENSG00000261773	0	0	0	0	0	0
ENSG00000261774	102	43	28	79	50	16
ENSG00000261775	1	7	1	4	17	2
ENSG00000261776	0	0	0	1	0	0
ENSG00000261777	22	21	41	38	35	14
ENSG00000261780	3	0	4	0	0	94
ENSG00000261781	0	0	0	0	0	0
ENSG00000261782	0	1	0	0	0	0
ENSG00000261783	3	3	0	0	1	0
ENSG00000261786	16	23	117	105	19	32
ENSG00000261787	42	1	2	19	0	0
ENSG00000261789	1	0	0	0	0	0
ENSG00000261790	0	0	0	0	0	0
ENSG00000261798	5	0	0	0	0	0
ENSG00000261799	47	75	40	49	139	16
ENSG00000261800	0	0	0	0	0	0
ENSG00000261801	227	42	188	198	136	55
ENSG00000261803	0	1	0	0	0	0
ENSG00000261804	0	0	0	4	3	0
ENSG00000261807	0	0	0	0	0	0
ENSG00000261810	0	0	0	0	0	2
ENSG00000261811	0	0	0	0	0	0
ENSG00000261815	0	0	0	0	0	0
ENSG00000261817	0	0	0	0	0	0
ENSG00000261818	0	0	0	0	0	0
ENSG00000261821	8	6	0	8	9	5
ENSG00000261823	0	0	0	0	0	0
ENSG00000261824	454	147	298	0	1	1
ENSG00000261826	0	0	0	0	0	0
ENSG00000261829	0	3	0	0	1	0
ENSG00000261831	0	0	0	0	0	0
ENSG00000261833	0	0	0	0	0	0
ENSG00000261835	0	0	0	1	0	0
ENSG00000261837	0	0	0	0	0	0
ENSG00000261838	0	0	0	0	1	1
ENSG00000261839	0	1	0	2	2	3
ENSG00000261840	19	40	89	24	30	12
ENSG00000261842	1	1	0	3	2	0
ENSG00000261848	5	0	1	7	0	0
ENSG00000261856	0	0	0	0	1	0
ENSG00000261857	3	13	0	1	20	15
ENSG00000261863	0	4	0	0	12	0
ENSG00000261864	0	0	0	0	1	0
ENSG00000261866	0	0	0	0	0	0
ENSG00000261868	2	9	55	13	27	34
ENSG00000261872	2	0	0	0	1	1
ENSG00000261873	0	0	0	1	0	0
